No,Company,Employees,OutputVat,InputVat,Netvat,Sector,Industry,Year,,,,,,,,
1299,CenterPoint Energy ,80,1058900,1022100,36800,Energy,Utilities: Gas and Electric,2019,,,,,,,,
1300,Discovery ,90,1055300,995900,59400,Media,Entertainment,2019,,,,,,,,
1301,BorgWarner ,300,1052960,959890,93070,Motor Vehicles & Parts,Motor Vehicles and Parts,2019,,,,,,,,
1302,Targa Resources ,25,1048400,1048240,160,Energy,Pipelines,2019,,,,,,,,
1303,Ally Financial ,82,1046600,920300,126300,Financials,Diversified Financials,2019,,,,,,,,
1304,SunTrust Banks ,229,1043100,765600,277500,Financials,Commercial Banks,2019,,,,,,,,
1305,IQVIA Holdings ,580,1041200,1015300,25900,Health Care,Health Care: Pharmacy and Other Services,2019,,,,,,,,
1306,American Family Insurance Group ,120,1033620,1004090,29530,Financials,Insurance: Property and Casualty (Stock),2019,,,,,,,,
1307,Delek US Holdings ,37,1026560,992550,34010,Energy,Petroleum Refining,2019,,,,,,,,
1308,Navistar International ,131,1025000,991000,34000,Industrials,Construction and Farm Machinery,2019,,,,,,,,
1309,Chesapeake Energy ,24,1023100,935800,87300,Energy,"Mining, Crude-Oil Production",2019,,,,,,,,
1310,United Natural Foods ,100,1022670,1006100,16570,Wholesalers,Wholesalers: Food and Grocery,2019,,,,,,,,
1311,Leidos Holdings ,320,1019400,961300,58100,Technology,Information Technology Services,2019,,,,,,,,
1312,PulteGroup ,51,1018830,916630,102200,Engineering & Construction,Homebuilders,2019,,,,,,,,
1313,Eastman Chemical ,146,1015100,907100,108000,Chemicals,Chemicals,2019,,,,,,,,
1314,Republic Services ,360,1004090,900400,103690,Business Services,Waste Management,2019,,,,,,,,
1315,Mohawk Industries ,421,998360,912190,86170,Household Products,"Home Equipment, Furnishings",2019,,,,,,,,
1316,Sonic Automotive ,97,995160,989990,5170,Retailing,"Automotive Retailing, Services",2019,,,,,,,,
1317,Owens & Minor ,179,983870,1027570,-43700,Health Care,Wholesalers: Health Care,2019,,,,,,,,
1318,Xerox ,324,983000,946900,36100,Technology,"Computers, Office Equipment",2019,,,,,,,,
1319,Boston Scientific ,320,982300,815200,167100,Health Care,Medical Products and Equipment,2019,,,,,,,,
1320,DCP Midstream ,27,982200,952400,29800,Energy,Pipelines,2019,,,,,,,,
1321,Autoliv ,621,980110,961070,19040,Motor Vehicles & Parts,Motor Vehicles and Parts,2019,,,,,,,,
1322,Interpublic Group ,540,971440,909550,61890,Business Services,"Advertising, marketing",2019,,,,,,,,
1323,Public Service Enterprise Group ,131,969600,825800,143800,Energy,Utilities: Gas and Electric,2019,,,,,,,,
1324,PVH ,294,965680,891040,74640,Apparel,Apparel,2019,,,,,,,,
1325,Mosaic ,136,958730,911730,47000,Chemicals,Chemicals,2019,,,,,,,,
1326,Advance Auto Parts ,555,958060,915680,42380,Retailing,Specialty Retailers: Other,2019,,,,,,,,
1327,Altice USA ,120,956660,954780,1880,Telecommunications,Telecommunications,2019,,,,,,,,
1328,Hormel Foods ,201,954570,853360,101210,"Food, Beverages & Tobacco",Food Consumer Products,2019,,,,,,,,
1329,O’Reilly Automotive ,643,953640,821190,132450,Retailing,Specialty Retailers: Other,2019,,,,,,,,
1330,Calpine ,23,951200,950200,1000,Energy,Energy,2019,,,,,,,,
1331,Hertz Global Holdings ,380,950400,972900,-22500,Retailing,"Automotive Retailing, Services",2019,,,,,,,,
1332,First Data ,190,949800,849300,100500,Business Services,Financial Data Services,2019,,,,,,,,
1333,Pioneer Natural Resources ,32,941500,843700,97800,Energy,"Mining, Crude-Oil Production",2019,,,,,,,,
1334,Coty ,200,939800,956680,-16880,Household Products,Household and Personal Products,2019,,,,,,,,
1335,AGCO ,212,935200,906650,28550,Industrials,Construction and Farm Machinery,2019,,,,,,,,
1336,Mutual of Omaha Insurance ,63,934720,906990,27730,Financials,"Insurance: Life, Health (stock)",2019,,,,,,,,
1337,Vistra Energy ,53,914400,919800,-5400,Energy,Energy,2019,,,,,,,,
1338,Avis Budget Group ,256,912400,895900,16500,Retailing,"Automotive Retailing, Services",2019,,,,,,,,
1339,Adobe ,214,903000,643920,259080,Technology,Computer Software,2019,,,,,,,,
1340,Peter Kiewit Sons’ ,200,902500,855700,46800,Engineering & Construction,"Engineering, Construction",2019,,,,,,,,
1341,News Corp. ,280,902400,1053800,-151400,Media,"Publishing, Printing",2019,,,,,,,,
1342,Brighthouse Financial ,13,896500,810000,86500,Financials,"Insurance: Life, Health (stock)",2019,,,,,,,,
1343,Voya Financial ,60,893400,805900,87500,Financials,Diversified Financials,2019,,,,,,,,
1344,Air Products & Chemicals ,162,893020,743240,149780,Chemicals,Chemicals,2019,,,,,,,,
1345,Hilton Worldwide Holdings ,1690,890600,814200,76400,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",2019,,,,,,,,
1346,GameStop ,330,885070,952370,-67300,Retailing,Specialty Retailers: Other,2019,,,,,,,,
1347,Veritiv ,87,869620,871190,-1570,Wholesalers,Wholesalers: Diversified,2019,,,,,,,,
1348,Williams ,53,868600,884100,-15500,Energy,Pipelines,2019,,,,,,,,
1349,Campbell Soup ,230,868500,842400,26100,"Food, Beverages & Tobacco",Food Consumer Products,2019,,,,,,,,
1350,Rockwell Collins ,312,866500,763300,103200,Aerospace & Defense,Aerospace and Defense,2019,,,,,,,,
1351,Thrivent Financial for Lutherans ,37,863520,740130,123390,Financials,"Insurance: Life, Health (Mutual)",2019,,,,,,,,
1352,Westlake Chemical ,89,863500,763900,99600,Chemicals,Chemicals,2019,,,,,,,,
1353,Univar ,85,863250,846020,17230,Wholesalers,Wholesalers: Diversified,2019,,,,,,,,
1354,J.B. Hunt Transport Services ,276,861490,812530,48960,Transportation,"Trucking, Truck Leasing",2019,,,,,,,,
1355,Frontier Communications ,212,861100,925400,-64300,Telecommunications,Telecommunications,2019,,,,,,,,
1356,Jones Financial (Edward Jones) ,470,859400,760400,99000,Financials,Securities,2019,,,,,,,,
1357,National Oilwell Varco ,346,845300,848400,-3100,Energy,"Oil and Gas Equipment, Services",2019,,,,,,,,
1358,Eversource Energy ,80,844820,741520,103300,Energy,Utilities: Gas and Electric,2019,,,,,,,,
1359,Dick’s Sporting Goods ,280,843660,811670,31990,Retailing,Specialty Retailers: Other,2019,,,,,,,,
1360,Genworth Financial ,35,843000,831100,11900,Financials,"Insurance: Life, Health (stock)",2019,,,,,,,,
1361,Fidelity National Information Services ,470,842300,757700,84600,Business Services,Financial Data Services,2019,,,,,,,,
1362,Yum China Holdings ,4500,841500,770700,70800,"Hotels, Restaurants & Leisure",Food Services,2019,,,,,,,,
1363,Ryder System ,396,840920,813590,27330,Transportation,"Trucking, Truck Leasing",2019,,,,,,,,
1364,Anixter International ,93,840020,824390,15630,Wholesalers,Wholesalers: Electronics and Office Equipment,2019,,,,,,,,
1365,Caesars Entertainment ,660,839100,808800,30300,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",2019,,,,,,,,
1366,Masco ,260,835900,762500,73400,Household Products,"Home Equipment, Furnishings",2019,,,,,,,,
1367,Thor Industries ,175,832890,789870,43020,Motor Vehicles & Parts,Motor Vehicles and Parts,2019,,,,,,,,
1368,Alaska Air Group ,234,826400,782700,43700,Transportation,Airlines,2019,,,,,,,,
1369,Amphenol ,736,820200,699700,120500,Technology,Network and Other Communications Equipment,2019,,,,,,,,
1370,WESCO International ,91,817660,794930,22730,Wholesalers,Wholesalers: Diversified,2019,,,,,,,,
1371,Huntington Ingalls Industries ,400,817600,734000,83600,Aerospace & Defense,Aerospace and Defense,2019,,,,,,,,
1372,Jefferies Financial Group ,47,815180,712500,102680,Financials,Diversified Financials,2019,,,,,,,,
1373,Dana ,309,814300,771600,42700,Motor Vehicles & Parts,Motor Vehicles and Parts,2019,,,,,,,,
1374,Expeditors Intl. of Washington ,174,813840,752020,61820,Transportation,Transportation and Logistics,2019,,,,,,,,
1375,EMCOR Group ,330,813060,784710,28350,Engineering & Construction,"Engineering, Construction",2019,,,,,,,,
1376,Darden Restaurants ,1807,808010,748410,59600,"Hotels, Restaurants & Leisure",Food Services,2019,,,,,,,,
1377,SpartanNash ,114,806460,803100,3360,Wholesalers,Wholesalers: Food and Grocery,2019,,,,,,,,
1378,Assurant ,143,805760,780660,25100,Financials,Insurance: Property and Casualty (Stock),2019,,,,,,,,
1379,United Rentals ,185,804700,695100,109600,Business Services,Equipment Leasing,2019,,,,,,,,
1380,Liberty Media ,46,804000,750900,53100,Media,Entertainment,2019,,,,,,,,
1381,Erie Insurance Group ,55,803070,734440,68630,Financials,Insurance: Property and Casualty (Mutual),2019,,,,,,,,
1382,Auto-Owners Insurance ,55,799930,724480,75450,Financials,Insurance: Property and Casualty (Mutual),2019,,,,,,,,
1383,Cheniere Energy ,14,798700,751600,47100,Energy,Energy,2019,,,,,,,,
1384,Fifth Third Bancorp ,174,797300,578000,219300,Financials,Commercial Banks,2019,,,,,,,,
1385,Foot Locker ,324,793900,739800,54100,Retailing,Specialty Retailers: Apparel,2019,,,,,,,,
1386,Conagra Brands ,124,793830,712990,80840,"Food, Beverages & Tobacco",Food Consumer Products,2019,,,,,,,,
1387,Zimmer Biomet Holdings ,198,793290,831210,-37920,Health Care,Medical Products and Equipment,2019,,,,,,,,
1388,Tractor Supply ,220,791100,737860,53240,Retailing,Specialty Retailers: Other,2019,,,,,,,,
1389,Berry Global Group ,240,786900,737300,49600,Materials,"Packaging, Containers",2019,,,,,,,,
1390,Alliance Data Systems ,200,779120,682810,96310,Business Services,Financial Data Services,2019,,,,,,,,
1391,Hershey ,157,779110,661350,117760,"Food, Beverages & Tobacco",Food Consumer Products,2019,,,,,,,,
1392,PPL ,124,778500,595800,182700,Energy,Utilities: Gas and Electric,2019,,,,,,,,
1393,Dean Foods ,150,775530,808220,-32690,"Food, Beverages & Tobacco",Food Consumer Products,2019,,,,,,,,
1394,Builders FirstSource ,150,772480,751960,20520,Materials,"Building Materials, Glass",2019,,,,,,,,
1395,Oshkosh ,150,770550,723360,47190,Industrials,Construction and Farm Machinery,2019,,,,,,,,
1396,EnLink Midstream ,14,769900,771220,-1320,Energy,Pipelines,2019,,,,,,,,
1397,W.R. Berkley ,74,769170,705100,64070,Financials,Insurance: Property and Casualty (Stock),2019,,,,,,,,
1398,WEC Energy Group ,79,767950,662020,105930,Energy,Utilities: Gas and Electric,2019,,,,,,,,
1399,JetBlue Airways ,183,765800,747000,18800,Transportation,Airlines,2019,,,,,,,,
1400,UGI ,130,765120,693250,71870,Energy,Energy,2019,,,,,,,,
1401,A-Mark Precious Metals ,2,760620,760960,-340,Materials,Miscellaneous,2019,,,,,,,,
1402,Fidelity National Financial ,234,759400,696600,62800,Financials,Insurance: Property and Casualty (Stock),2019,,,,,,,,
1403,Constellation Brands ,96,758500,526610,231890,"Food, Beverages & Tobacco",Beverages,2019,,,,,,,,
1404,Quest Diagnostics ,460,753100,679500,73600,Health Care,Health Care: Pharmacy and Other Services,2019,,,,,,,,
1405,Activision Blizzard ,99,750000,568700,181300,Media,Entertainment,2019,,,,,,,,
1406,Weyerhaeuser ,93,747600,672800,74800,Materials,Forest and Paper Products,2019,,,,,,,,
1407,Raymond James Financial ,139,747580,661910,85670,Financials,Securities,2019,,,,,,,,
1408,Casey’s General Stores ,276,747210,715420,31790,Retailing,Specialty Retailers: Other,2019,,,,,,,,
1409,Keurig Dr Pepper ,255,744200,685600,58600,"Food, Beverages & Tobacco",Beverages,2019,,,,,,,,
1410,American Tower ,50,744010,620370,123640,Financials,Real estate,2019,,,,,,,,
1411,Apache ,34,742400,738400,4000,Energy,"Mining, Crude-Oil Production",2019,,,,,,,,
1412,Dover ,240,739580,682550,57030,Industrials,Industrial Machinery,2019,,,,,,,,
1413,KeyCorp ,182,739300,552700,186600,Financials,Commercial Banks,2019,,,,,,,,
1414,J.M. Smucker ,70,735710,601850,133860,"Food, Beverages & Tobacco",Food Consumer Products,2019,,,,,,,,
1415,Citizens Financial Group ,181,735400,563300,172100,Financials,Commercial Banks,2019,,,,,,,,
1416,Motorola Solutions ,160,734300,637700,96600,Technology,Network and Other Communications Equipment,2019,,,,,,,,
1417,Magellan Health ,105,731420,729000,2420,Health Care,Health Care: Insurance and Managed Care,2019,,,,,,,,
1418,American Axle & Manufacturing ,250,727040,732790,-5750,Motor Vehicles & Parts,Motor Vehicles and Parts,2019,,,,,,,,
1419,Newmont Goldcorp ,124,725300,691200,34100,Energy,"Mining, Crude-Oil Production",2019,,,,,,,,
1420,Spirit AeroSystems Holdings ,170,722200,660500,61700,Aerospace & Defense,Aerospace and Defense,2019,,,,,,,,
1421,Western & Southern Financial Group ,28,720500,671000,49500,Financials,"Insurance: Life, Health (Mutual)",2019,,,,,,,,
1422,Fortive ,240,720320,428940,291380,Industrials,Industrial Machinery,2019,,,,,,,,
1423,Graybar Electric ,87,720250,705920,14330,Wholesalers,Wholesalers: Diversified,2019,,,,,,,,
1424,NVR ,56,718970,639250,79720,Engineering & Construction,Homebuilders,2019,,,,,,,,
1425,Avery Dennison ,300,715900,669160,46740,Materials,"Packaging, Containers",2019,,,,,,,,
1426,Celanese ,77,715500,594800,120700,Chemicals,Chemicals,2019,,,,,,,,
1427,American Financial Group ,76,715000,662000,53000,Financials,Insurance: Property and Casualty (Stock),2019,,,,,,,,
1428,Toll Brothers ,49,714330,639510,74820,Engineering & Construction,Homebuilders,2019,,,,,,,,
1429,Sanmina ,412,711010,720560,-9550,Technology,Semiconductors and Other Electronic Components,2019,,,,,,,,
1430,Insight Enterprises ,74,708010,691640,16370,Technology,Information Technology Services,2019,,,,,,,,
1431,Owens Corning ,200,705700,651200,54500,Materials,"Building Materials, Glass",2019,,,,,,,,
1432,Packaging Corp. of America ,150,701460,627660,73800,Materials,"Packaging, Containers",2019,,,,,,,,
1433,TravelCenters of America ,183,697360,709420,-12060,Retailing,Specialty Retailers: Other,2019,,,,,,,,
1434,Olin ,65,694610,661820,32790,Chemicals,Chemicals,2019,,,,,,,,
1435,Arthur J. Gallagher ,304,693400,630050,63350,Financials,Diversified Financials,2019,,,,,,,,
1436,MasTec ,190,690940,664970,25970,Engineering & Construction,"Engineering, Construction",2019,,,,,,,,
1437,Alleghany ,93,688720,684770,3950,Financials,Insurance: Property and Casualty (Stock),2019,,,,,,,,
1438,Owens-Illinois ,265,687700,662000,25700,Materials,"Packaging, Containers",2019,,,,,,,,
1439,Asbury Automotive Group ,82,687440,670640,16800,Retailing,"Automotive Retailing, Services",2019,,,,,,,,
1440,CMS Energy ,83,687300,621600,65700,Energy,Utilities: Gas and Electric,2019,,,,,,,,
1441,Markel ,174,684130,696950,-12820,Financials,Insurance: Property and Casualty (Stock),2019,,,,,,,,
1442,Blackstone Group ,26,683330,529150,154180,Financials,Diversified Financials,2019,,,,,,,,
1443,AK Steel Holding ,95,681820,663220,18600,Materials,Metals,2019,,,,,,,,
1444,Hanesbrands ,680,680400,625090,55310,Apparel,Apparel,2019,,,,,,,,
1445,R.R. Donnelley & Sons ,395,680020,681120,-1100,Media,"Publishing, Printing",2019,,,,,,,,
1446,Wayfair ,121,677920,728330,-50410,Technology,Internet Services and Retailing,2019,,,,,,,,
1447,Regions Financial ,200,676200,500300,175900,Financials,Commercial Banks,2019,,,,,,,,
1448,Wynn Resorts ,260,671770,614530,57240,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",2019,,,,,,,,
1449,Ulta Beauty ,300,671660,605800,65860,Retailing,Specialty Retailers: Other,2019,,,,,,,,
1450,Regeneron Pharmaceuticals ,74,671080,426640,244440,Health Care,Pharmaceuticals,2019,,,,,,,,
1451,Burlington Stores ,440,666850,625380,41470,Retailing,Specialty Retailers: Apparel,2019,,,,,,,,
1452,Rockwell Automation ,230,666600,613050,53550,Industrials,"Electronics, Electrical Equip.",2019,,,,,,,,
1453,Northern Trust ,188,665890,510250,155640,Financials,Commercial Banks,2019,,,,,,,,
1454,Chemours ,70,663800,564300,99500,Chemicals,Chemicals,2019,,,,,,,,
1455,Seaboard ,126,658300,660000,-1700,"Food, Beverages & Tobacco",Food Production,2019,,,,,,,,
1456,Marathon Oil ,24,658200,548600,109600,Energy,"Mining, Crude-Oil Production",2019,,,,,,,,
1457,Ascena Retail Group ,395,657830,661800,-3970,Retailing,Specialty Retailers: Apparel,2019,,,,,,,,
1458,Dillard’s ,310,650330,633300,17030,Retailing,General Merchandisers,2019,,,,,,,,
1459,Cintas ,410,648740,564480,84260,Business Services,Diversified Outsourcing Services,2019,,,,,,,,
1460,Advanced Micro Devices ,101,647500,613800,33700,Technology,Semiconductors and Other Electronic Components,2019,,,,,,,,
1461,Hess ,17,646600,674800,-28200,Energy,"Mining, Crude-Oil Production",2019,,,,,,,,
1462,M&T Bank Corp. ,168,645470,453660,191810,Financials,Commercial Banks,2019,,,,,,,,
1463,ABM Industries ,1400,644220,634440,9780,Business Services,Diversified Outsourcing Services,2019,,,,,,,,
1464,Beacon Roofing Supply ,84,641830,631970,9860,Wholesalers,Wholesalers: Diversified,2019,,,,,,,,
1465,NCR ,340,640500,649300,-8800,Technology,"Computers, Office Equipment",2019,,,,,,,,
1466,iHeartMedia ,183,632580,652770,-20190,Media,Entertainment,2019,,,,,,,,
1467,Franklin Resources ,97,631910,555470,76440,Financials,Securities,2019,,,,,,,,
1468,Ameren ,88,629100,547600,81500,Energy,Utilities: Gas and Electric,2019,,,,,,,,
1469,Intercontinental Exchange ,52,627600,428800,198800,Financials,Securities,2019,,,,,,,,
1470,S&P Global ,212,625800,430000,195800,Business Services,Financial Data Services,2019,,,,,,,,
1471,Post Holdings ,116,625720,578990,46730,"Food, Beverages & Tobacco",Food Consumer Products,2019,,,,,,,,
1472,Analog Devices ,158,620090,470550,149540,Technology,Semiconductors and Other Electronic Components,2019,,,,,,,,
1473,Ralph Lauren ,182,618230,601950,16280,Apparel,Apparel,2019,,,,,,,,
1474,L3Harris Technologies ,175,618200,546400,71800,Aerospace & Defense,Aerospace and Defense,2019,,,,,,,,
1475,Booz Allen Hamilton ,246,617190,586680,30510,Technology,Information Technology Services,2019,,,,,,,,
1476,Polaris Industries ,120,616600,583070,33530,Transportation,Transportation Equipment,2019,,,,,,,,
1477,Clorox ,87,612400,530100,82300,Household Products,Household and Personal Products,2019,,,,,,,,
1478,Realogy Holdings ,114,607900,594200,13700,Financials,Real estate,2019,,,,,,,,
1479,HD Supply Holdings ,115,604700,565300,39400,Wholesalers,Wholesalers: Diversified,2019,,,,,,,,
1480,Graphic Packaging Holding ,180,602300,580190,22110,Materials,"Packaging, Containers",2019,,,,,,,,
1481,Old Republic International ,90,602180,565130,37050,Financials,Insurance: Property and Casualty (Stock),2019,,,,,,,,
1482,Intuit ,89,596400,475300,121100,Technology,Computer Software,2019,,,,,,,,
1483,NetApp ,103,591100,583500,7600,Technology,"Computers, Office Equipment",2019,,,,,,,,
1484,Tapestry ,169,588000,548250,39750,Apparel,Apparel,2019,,,,,,,,
1485,ON Semiconductor ,357,587830,525090,62740,Technology,Semiconductors and Other Electronic Components,2019,,,,,,,,
1486,Ingredion ,110,584100,539800,44300,"Food, Beverages & Tobacco",Food Production,2019,,,,,,,,
1487,Zoetis ,100,582500,439700,142800,Health Care,Pharmaceuticals,2019,,,,,,,,
1488,Fiserv ,240,582300,463600,118700,Business Services,Financial Data Services,2019,,,,,,,,
1489,TreeHouse Foods ,127,581210,587350,-6140,"Food, Beverages & Tobacco",Food Consumer Products,2019,,,,,,,,
1490,Robert Half International ,189,580030,536600,43430,Business Services,Temporary Help,2019,,,,,,,,
1491,First American Financial ,183,574780,527330,47450,Financials,Insurance: Property and Casualty (Stock),2019,,,,,,,,
